domain|Subject Alternative Name|Certificate SerialNumber
"www.coronavirus-aktuell.de"|"DNS:www.coronavirus-aktuell.de"|"03:cc:25:63:9b:5d:89:10:15:86:db:06:b5:47:47:45:74:b7"
"www.coronavirus-bike.djbillbara.com"|"DNS:autodiscover.coronavirus.bike, DNS:autodiscover.pghrunner.com, DNS:coronavirus-bike.djbillbara.com, DNS:coronavirus.bike, DNS:cpanel.coronavirus.bike, DNS:cpanel.pghrunner.com, DNS:cpcalendars.coronavirus.bike, DNS:cpcalendars.pghrunner.com, DNS:cpcontacts.coronavirus.bike, DNS:cpcontacts.pghrunner.com, DNS:mail.coronavirus.bike, DNS:mail.pghrunner.com, DNS:pghrunner.com, DNS:pghrunner.djbillbara.com, DNS:webdisk.coronavirus.bike, DNS:webdisk.pghrunner.com, DNS:webmail.coronavirus.bike, DNS:webmail.pghrunner.com, DNS:www.coronavirus-bike.djbillbara.com, DNS:www.coronavirus.bike, DNS:www.pghrunner.com, DNS:www.pghrunner.djbillbara.com"|"03:f1:a6:ce:20:e4:1e:29:4f:01:8b:a1:35:22:60:6e:43:7a"
"www.coronavirus-blog.online"|"DNS:coronavirus-blog.online, DNS:cpanel.coronavirus-blog.online, DNS:cpcalendars.coronavirus-blog.online, DNS:cpcontacts.coronavirus-blog.online, DNS:mail.coronavirus-blog.online, DNS:webdisk.coronavirus-blog.online, DNS:webmail.coronavirus-blog.online, DNS:www.coronavirus-blog.online"|"03:ce:7e:08:76:38:86:de:03:7a:15:f9:f4:2c:58:f6:06:e9"
"www.coronavirus-bochum.de"|"DNS:coronavirus-bochum.de, DNS:www.coronavirus-bochum.de"|"03:49:b6:d1:6a:ca:fa:e8:12:60:46:9b:c0:85:3d:ef:6b:68"
"www.coronavirus-chronicles.com"|"DNS:alkaline.water.blog, DNS:bewerbermagnet.net, DNS:coronavirus-chronicles.com, DNS:elpuntodelsabor.car.blog, DNS:everythingihavetosayyouvealreadythoughtof.com, DNS:hudasupperclub.com, DNS:kspr.science.blog, DNS:masterprogramsoftware.code.blog, DNS:my80.science.blog, DNS:mylinks.poetry.blog, DNS:nahmhap.car.blog, DNS:nariya.blog, DNS:p-ea.blog, DNS:reisenbachfoundation.org, DNS:ruddertospinner.com, DNS:send-a-post-card.com, DNS:skindrflower.com, DNS:stickerbound.com, DNS:sundayswithemily.com, DNS:taimakho.finance.blog, DNS:takedownboxing.com, DNS:taxinhanhdakmil.car.blog, DNS:tls.automattic.com, DNS:whyweswim.sport.blog, DNS:www.alkaline.water.blog, DNS:www.bewerbermagnet.net, DNS:www.coronavirus-chronicles.com, DNS:www.derivecion.water.blog, DNS:www.estilo.water.blog, DNS:www.everythingihavetosayyouvealreadythoughtof.com, DNS:www.fitnesstracker.health.blog, DNS:www.honestlybyellengood.com, DNS:www.hudasupperclub.com, DNS:www.iced.water.blog, DNS:www.kspr.science.blog, DNS:www.masterprogramsoftware.code.blog, DNS:www.my80.science.blog, DNS:www.mylinks.poetry.blog, DNS:www.nahmhap.car.blog, DNS:www.nariya.blog, DNS:www.p-ea.blog, DNS:www.reisenbachfoundation.org, DNS:www.ruddertospinner.com, DNS:www.scottishtouch.net, DNS:www.skindrflower.com, DNS:www.southlandjamboree.org, DNS:www.stickerbound.com, DNS:www.taimakho.finance.blog, DNS:www.takedownboxing.com, DNS:www.taxinhanhdakmil.car.blog, DNS:www.whyweswim.sport.blog"|"03:9f:9a:7c:32:8a:5b:7d:48:74:90:7c:1d:71:13:a1:63:bc"
"www.coronavirus-control.ru"|"DNS:*.coronavirus-control.ru, DNS:coronavirus-control.ru"|"03:4f:18:0c:ee:1f:9a:b8:ce:a6:0b:33:d5:c1:7e:62:73:81"
"www.coronavirus-deutschlandkarte.de"|"DNS:www.studiapp.net, DNS:arcobuilders.ml, DNS:www.tankmateapp.co.nz, DNS:www.talgiving.org, DNS:links.igcs.org, DNS:planr.pw, DNS:panel.apifact.pe, DNS:fringers.pl, DNS:www.planr.pw, DNS:admin.wl.team, DNS:appxfree.top, DNS:marvel.app.md-ev.ovh, DNS:www.amooto.co.uk, DNS:www.nexusbet.co.uk, DNS:tampermonkey.open24seven.co.uk, DNS:www.cimplify.ai, DNS:smartarts.co.uk, DNS:cimplify.ai, DNS:acmecorp-beta.dev.cloudnuro.ai, DNS:guides.happily.ai, DNS:web.happily.ai, DNS:replied.ai, DNS:intrisound.dev.audiocare.app, DNS:installer.unloc.app, DNS:votelabs.app, DNS:www.lucyp.ar, DNS:www.asx200.com.au, DNS:justbefit.app, DNS:santastudios.com.au, DNS:quiz.merlo.com.au, DNS:www.communityhouse.biz, DNS:www.rootdir.be, DNS:joyessencia.com.br, DNS:mercedes-de-dev.input4you.be, DNS:lnfnunes.com.br, DNS:cartvilla.estore.business, DNS:cartvillaadmin.estore.business, DNS:referenciasbibliograficas.com.br, DNS:pappypizzaria.com.br, DNS:novoimovel.net.br, DNS:opendayvirtual.rebus.com.co, DNS:huddlesapp.co, DNS:greenbench.co, DNS:redhillgames.12traits.com, DNS:adityavaniinfosystems.com, DNS:www.909medialabs.com, DNS:alhuang.com, DNS:www.adityavaniinfosystems.com, DNS:www.alhuang.com, DNS:amandaburtness.com, DNS:anvayatechnocrats.com, DNS:www.arcosextintores.com, DNS:testadmin.auraviv.com, DNS:bitlincs.com, DNS:link.anenta.com, DNS:biwabits.com, DNS:www.aerisartis.com, DNS:bootstraptechnology.com, DNS:builtbyindy.com, DNS:www.cwheelerauthor.com, DNS:dannalivingston.com, DNS:www.dirtandwaterproject.com, DNS:dnpinnovativestrategies.com, DNS:in-yoh.com, DNS:influencercore.com, DNS:www.inbai-consulting.com, DNS:www.jestevezrod.com, DNS:www.loihitech.com, DNS:en.delivermegroup.com, DNS:platern.com, DNS:beta.miveratech.com, DNS:zemmourcoin.com, DNS:cxnpreise.de, DNS:www.coronavirus-deutschlandkarte.de, DNS:mapacechu.cz, DNS:incar.serviceautomatics.com, DNS:www.fstrudel.dev, DNS:www.simonpaesler.de, DNS:dev2.kanana.dev, DNS:www.nghinhut.dev, DNS:comercios.reciveci.ec, DNS:embed.diddo.es, DNS:www.smynd.eu, DNS:dev.dogfood.elli.eco, DNS:app.techtr.ee, DNS:cip-prod-v1.limeon.es, DNS:flexoo.fr, DNS:video.novo.health, DNS:www.corpcons.in, DNS:formateur-dev.gardez-votre-permis.fr, DNS:sca.saptechdigital.co.in, DNS:www.javascriptuncle.in, DNS:telgro.in, DNS:www.nigamdentalclinics.in, DNS:joybird-scene-config-test.3dcloud.io, DNS:joybird-scene-config-cert.3dcloud.io, DNS:atadtakaritas.hu, DNS:app-dev.rusticwork.in, DNS:cannahauler.io, DNS:www.js-js.io"|"c2:05:02:81:2e:c7:f6:4f:10:ba:35:fe:e5:fd:3c:09"
"www.coronavirus-diagnostics.com"|"DNS:coronavirus-diagnostics.com, DNS:coronavirusdiagnostics.com, DNS:www.coronavirus-diagnostics.com, DNS:www.coronavirusdiagnostics.com"|"03:d2:46:08:68:54:6f:4d:2e:9b:a0:c1:90:4d:20:a8:29:ef"
"www.coronavirus-generator.fun"|"DNS:coronavirus-generator.fun, DNS:robin-aldasoro.com, DNS:www.coronavirus-generator.fun, DNS:www.robin-aldasoro.com"|"03:90:4f:0d:08:76:25:02:c1:c6:fa:81:fa:97:58:51:21:ad"
"www.coronavirus-global.com"|"DNS:www.coronavirus-global.com"|"04:2a:24:f5:0b:d1:78:a1:ed:df:a6:b3:72:3b:75:69:bd:72"
"www.coronavirus-hokenshijinzai.jp"|"DNS:coronavirus-hokenshijinzai.jp, DNS:www.coronavirus-hokenshijinzai.jp"|"04:98:7b:0e:bc:6f:5d:0c:f5:ec:8a:b3:a1:87:8f:24:eb:d7"
"www.coronavirus-infection.akobr.ru"|"DNS:coronavirus-infection.akobr.ru, DNS:www.coronavirus-infection.akobr.ru"|"04:29:4e:21:82:2e:ae:4d:9e:6c:b1:11:9f:e3:fb:46:85:fc"
"www.coronavirus-iq.guide.iq"|"DNS:autodiscover.cop.iq, DNS:autodiscover.coronavirus.iq, DNS:beytnaa.guide.iq, DNS:cop-iq.guide.iq, DNS:cop.iq, DNS:coronavirus-iq.guide.iq, DNS:coronavirus.iq, DNS:cpanel.cop.iq, DNS:cpanel.coronavirus.iq, DNS:cpcalendars.cop.iq, DNS:cpcalendars.coronavirus.iq, DNS:cpcontacts.cop.iq, DNS:cpcontacts.coronavirus.iq, DNS:mail.cop.iq, DNS:mail.coronavirus.iq, DNS:webdisk.cop.iq, DNS:webdisk.coronavirus.iq, DNS:webmail.cop.iq, DNS:webmail.coronavirus.iq, DNS:www.beytnaa.guide.iq, DNS:www.cop-iq.guide.iq, DNS:www.cop.iq, DNS:www.coronavirus-iq.guide.iq, DNS:www.coronavirus.iq"|"03:75:46:2f:d9:2c:77:3a:2d:5f:dd:94:78:dc:d0:ba:e1:92"
"www.coronavirus-laredoute.nwb.fr"|"DNS:www.coronavirus-laredoute.nwb.fr"|"04:fe:f4:f6:ca:c3:5d:19:be:91:b5:76:34:74:69:89:9f:bc"
"www.coronavirus-live.org"|"DNS:coronavirus-live.org, DNS:www.coronavirus-live.org"|"04:c5:39:d5:d1:0f:c2:89:28:a5:73:53:89:f7:85:e6:53:28"
"www.coronavirus-mapping.ru"|"DNS:coronavirus-mapping.ru, DNS:www.coronavirus-mapping.ru"|"04:f9:bb:cd:7b:81:59:be:8b:1e:8e:99:54:f9:14:e7:4a:be"
"www.coronavirus-mg.com.br"|"DNS:coronavirus-mg.com.br, DNS:www.coronavirus-mg.com.br"|"03:ac:50:76:74:5a:24:3e:1d:2d:84:ed:2f:f5:bf:8b:c5:87"
"www.coronavirus-monitor.info"|"DNS:coronavirus-monitor.info, DNS:www.coronavirus-monitor.info"|"03:24:5a:4a:37:09:25:60:c3:9c:4a:e4:e7:fb:91:64:c3:4f"
"www.coronavirus-network.de"|"DNS:coronavirus-network.de, DNS:www.coronavirus-network.de"|"03:db:a7:38:35:bd:fa:5a:0a:9b:f1:33:10:61:a5:ac:fc:11"
"www.coronavirus-nyc-3-20.jiminkim.org"|"DNS:coronavirus-nyc-3-20.jiminkim.org, DNS:www.coronavirus-nyc-3-20.jiminkim.org"|"93:08:67:1c:98:92:76:ee:b4:6a:80:cd:80:93:0e:a7"
"www.coronavirus-sars-cov-2.de"|"DNS:www.coronavirus-sars-cov-2.de"|"03:18:df:b5:f3:40:44:0c:e2:eb:f6:c4:d4:2a:71:fe:db:5c"
"www.coronavirus-schnelltests.de"|"DNS:coronavirus-schnelltests.de, DNS:www.coronavirus-schnelltests.de"|"06:ed:22:91:96:41:10:05:a6:49:6f:0d:0a:70:85:90"
"www.coronavirus-sd.com"|"DNS:sandiegocounty.gov, DNS:adfs.cosd.co.san-diego.ca.us, DNS:adfstest.cosd.co.san-diego.ca.us, DNS:aiswebreferral.org, DNS:blacklegacynowsd.com, DNS:blacklegacynowsd.info, DNS:blacklegacynowsd.net, DNS:blacklegacynowsd.org, DNS:coronavirus-sd.com, DNS:cosda102p.co.san-diego.ca.us, DNS:dehpay.com, DNS:dev.aiswebreferral.org, DNS:enterpriseregistration.co.san-diego.ca.us, DNS:enterpriseregistration.cosd.co.san-diego.ca.us, DNS:erm.sdttc.com, DNS:fcphn.com, DNS:fpext.sandiegocounty.gov, DNS:gis-public.co.san-diego.ca.us, DNS:healthyworks.org, DNS:history.sdcl.org, DNS:iwr-temp.sdttc.com, DNS:iwr-test.sdttc.com, DNS:iwr.sdtreastax.com, DNS:iwr.sdttc.com, DNS:preprod.sdapcd.org, DNS:preprod.sddac.com, DNS:prod.aiswebreferral.org, DNS:readysandiego.org, DNS:sdapcd.org, DNS:sdcl.org, DNS:sdcountyemergency.com, DNS:sdcountyrecovery.com, DNS:sddac.com, DNS:sddcss.org, DNS:sdparks.org, DNS:sdtreastax.com, DNS:sdttc.com, DNS:sdvote.com, DNS:search.sddac.com, DNS:supervisornathanfletcher.com, DNS:test.aiswebreferral.org, DNS:ttc-iwr-test.cosd.co.san-diego.ca.us, DNS:wps-test.sdttc.com, DNS:wps.sdttc.com, DNS:www.aiswebreferral.org, DNS:www.blacklegacynowsd.com, DNS:www.blacklegacynowsd.net, DNS:www.blacklegacynowsd.org, DNS:www.coronavirus-sd.com, DNS:www.dehpay.com, DNS:www.fcphn.com, DNS:www.healthyworks.org, DNS:www.history.sdcl.org, DNS:www.readysandiego.org, DNS:www.sdapcd.org, DNS:www.sdcl.org, DNS:www.sdcountyemergency.com, DNS:www.sdcountyrecovery.com, DNS:www.sddac.com, DNS:www.sddcss.org, DNS:www.sdparks.org, DNS:www.sdtreastax.com, DNS:www.sdttc.com, DNS:www.sdvote.com, DNS:www.supervisornathanfletcher.com"|"0f:d1:d3:75:6c:cb:80:d9:85:72:08:72:91:1f:40:44"
"www.coronavirus-simulator.com"|"DNS:coronavirus-simulator.com, DNS:www.coronavirus-simulator.com"|"04:0d:bb:09:bf:10:1e:ea:24:09:2a:fd:d8:95:4f:10:a3:c5"
"www.coronavirus-survival.co.uk"|"DNS:falkenltd.co.uk, DNS:www.falkenltd.co.uk"|"04:1c:f4:43:56:2d:c5:1d:bb:b8:19:bd:4e:a2:9c:63:46:6b"
"www.coronavirus-test-kits.com"|"DNS:www.coronavirus-test-kits.com"|"04:20:64:16:91:25:6e:a4:b6:9d:b7:03:26:5b:ab:6d:58:16"
"www.coronavirus-update.autumnworldwide.com"|"DNS:coronavirus-update.autumnworldwide.com, DNS:www.coronavirus-update.autumnworldwide.com"|"6f:e4:de:f4:43:04:3c:5a:60:00:e5:17:44:a6:be:56"
"www.coronavirus.amnhealthcare.com"|"DNS:www.coronavirus.amnhealthcare.com"|"03:c3:0b:c2:a4:9b:6d:6e:5c:6f:d0:8e:10:79:c1:b2:e9:ed"
"www.coronavirus.axa-travel-insurance.com"|"DNS:sales-services.axapartners.com, DNS:verivox.axapartners.com, DNS:www.britishgas.axapartners.com, DNS:www.solution-habitation.axa-assistance.fr, DNS:atisite.axapartners.com, DNS:covid-19.axa-travel-insurance.com, DNS:www.covid-19.axa-travel-insurance.com, DNS:www.coronavirus.axa-travel-insurance.com, DNS:coronavirus.axa-travel-insurance.com, DNS:www.assurance-voyage.axa-assistance.fr, DNS:ecommerce-voyage.axa-assistance.fr, DNS:www.ecommerce-voyage.axa-assistance.fr, DNS:assurance.axa-assistance.fr, DNS:www.assurance.axa-assistance.fr, DNS:assurance-voyage.axa-assistance.fr, DNS:www.voyage.axa-assistance.fr, DNS:voyage.axa-assistance.fr, DNS:www.assicurazione-viaggio.axa-assistance.it, DNS:assicurazione-viaggio.axa-assistance.it, DNS:daily-protection.axa-assistance.fr, DNS:subscriptionce.it.axapartners.com, DNS:subscriptionce.cz.axapartners.com, DNS:subscriptionce.es.axapartners.com, DNS:sales.axapartners.com, DNS:www.auto.axapartners.com, DNS:www.home.axapartners.com, DNS:clpcancellation.axapartners.com"|"04:3f:0e:8a:ba:c1:f3:09:ac:75:45:7e:32:85:70:8c"
"www.coronavirus.banglatext.com"|"DNS:*.coronavirus.info.bd, DNS:coronavirus.banglatext.com, DNS:coronavirus.info.bd, DNS:www.coronavirus.banglatext.com"|"04:68:5b:43:34:ec:05:48:9a:da:df:8f:78:02:dc:dc:b8:49"
"www.coronavirus.barretos.sp.gov.br"|"DNS:coronavirus.barretos.sp.gov.br, DNS:www.coronavirus.barretos.sp.gov.br"|"fa:72:c5:66:8e:75:3f:55:aa:24:fa:fa:d8:af:68:63"
"www.coronavirus.car.blog"|"DNS:90secondsgreen.com, DNS:anderssonsur.com, DNS:autocontender.car.blog, DNS:beeahosinc.com, DNS:bestifp.com, DNS:boostxtramoney.finance.blog, DNS:caitlinandeolos.com, DNS:cashbdvr879.finance.blog, DNS:conway2035.org, DNS:coronavirus.car.blog, DNS:haturbate343.fashion.blog, DNS:healthylifestyle012020.fashion.blog, DNS:healthylivinglovelife.fitness.blog, DNS:janefitsstyling.fashion.blog, DNS:lizchamberswrites.co.uk, DNS:marchkidsx.family.blog, DNS:moinoistyle.fashion.blog, DNS:musi.family.blog, DNS:mysirwillyauto.car.blog, DNS:portfoliopruebasocial.family.blog, DNS:premiumsnapchat565.fashion.blog, DNS:rakee.family.blog, DNS:smjhakya.finance.blog, DNS:thesportsneaker.fashion.blog, DNS:tls.automattic.com, DNS:umrahcartime.car.blog, DNS:vaultinvestments.finance.blog, DNS:www.90secondsgreen.com, DNS:www.anderssonsur.com, DNS:www.austinrealestateabogado.com, DNS:www.beeahosinc.com, DNS:www.bestifp.com, DNS:www.blog.bookyourhunt.com, DNS:www.boostxtramoney.finance.blog, DNS:www.caitlinandeolos.com, DNS:www.cashbdvr879.finance.blog, DNS:www.coronavirus.car.blog, DNS:www.haturbate343.fashion.blog, DNS:www.healthylifestyle012020.fashion.blog, DNS:www.janefitsstyling.fashion.blog, DNS:www.lizchamberswrites.co.uk, DNS:www.marchkidsx.family.blog, DNS:www.moinoistyle.fashion.blog, DNS:www.mysirwillyauto.car.blog, DNS:www.portfoliopruebasocial.family.blog, DNS:www.premiumsnapchat565.fashion.blog, DNS:www.rakee.family.blog, DNS:www.smjhakya.finance.blog, DNS:www.thesportsneaker.fashion.blog, DNS:www.umrahcartime.car.blog, DNS:www.vaultinvestments.finance.blog"|"04:4d:4c:0c:d7:ae:c6:1f:06:e9:82:80:ce:e9:32:27:1b:16"
"www.coronavirus.caravacadelacruz.es"|"DNS:coronavirus.caravacadelacruz.es, DNS:www.coronavirus.caravacadelacruz.es"|"12:80:16:ee:7d:1d:62:53:9e:c4:2e:a1:2f:a8:ff:a1"
"www.coronavirus.centrulfilia.ro"|"DNS:coronavirus.centrulfilia.ro, DNS:www.coronavirus.centrulfilia.ro"|"54:53:e6:73:e7:ab:81:0c:3b:2b:91:48:16:82:24:b5"
"www.coronavirus.cinemago.ro"|"DNS:*.coronavirus.ro, DNS:coronavirus.cinemago.ro, DNS:coronavirus.ro, DNS:www.coronavirus.cinemago.ro"|"03:03:af:26:c3:71:1b:7a:d4:47:41:90:51:36:df:75:84:73"
"www.coronavirus.coreapps.info"|"DNS:coronavirus.coreapps.info, DNS:www.coronavirus.coreapps.info"|"03:b7:35:4b:6b:14:6c:87:3d:f5:bc:a2:ed:b9:14:d2:f7:91"
"www.coronavirus.dc.gov"|"DNS:reports.dpw.dc.gov, DNS:mbsyep.does.dc.gov, DNS:www.coronavirus.dc.gov, DNS:*.dc.gov, DNS:vaccinerecord.dc.gov, DNS:perftaxpfl.does.dc.gov, DNS:dc.gov"|"0c:ae:81:c5:6e:09:cc:6b:eb:62:c4:f1:99:c3:fc:f2"
"www.coronavirus.duquedecaxias.rj.gov.br"|"DNS:coronavirus.duquedecaxias.rj.gov.br, DNS:www.coronavirus.duquedecaxias.rj.gov.br"|"03:d8:00:d5:a7:7f:7a:4d:9f:14:61:a7:a2:f2:47:1b:4f:d4"
"www.coronavirus.epitglobal.com"|"DNS:coronavirus.epitglobal.com, DNS:www.coronavirus.epitglobal.com"|"03:c4:0d:0a:90:8f:eb:ec:69:63:19:18:0a:fa:02:be:e8:80"
"www.coronavirus.eplusibot.com"|"DNS:coronavirus.eplusibot.com, DNS:www.coronavirus.eplusibot.com"|"04:68:91:a9:56:22:8b:bd:74:22:1e:f5:95:4c:cf:62"
"www.coronavirus.estetica.it"|"DNS:coronavirus.estetica.it, DNS:www.coronavirus.estetica.it"|"03:1f:5b:a5:d2:7e:b6:c7:28:21:c2:55:d8:33:25:18:f4:01"
"www.coronavirus.expressgrafica.com"|"DNS:coronavirus.expressgrafica.com, DNS:www.coronavirus.expressgrafica.com"|"03:87:57:f9:4b:64:25:95:9e:ee:91:56:5e:43:17:3f:c1:49"
"www.coronavirus.family.blog"|"DNS:address3933e91ststtulsaok74137.game.blog, DNS:arafo.fashion.blog, DNS:camerondowell.health.blog, DNS:chezmonchat.fashion.blog, DNS:coronavirus.family.blog, DNS:experiencednovice.blog, DNS:gingerline.se, DNS:glumangatepublishing.com, DNS:healthreadme.fitness.blog, DNS:heathergivans.com, DNS:hiepduong.fashion.blog, DNS:layerfowl20games.game.blog, DNS:lifeofagamer.game.blog, DNS:oftheyear.fashion.blog, DNS:peterhat.fashion.blog, DNS:plazajewel.com, DNS:queenblog.fashion.blog, DNS:rahimfootball.game.blog, DNS:rapmetal.fashion.blog, DNS:siempre.fashion.blog, DNS:speedlocksmith.ca, DNS:sportsinc479.game.blog, DNS:suenos.family.blog, DNS:tls.automattic.com, DNS:veaflor.com, DNS:vsmovies.fashion.blog, DNS:wagonfullofgoods.com, DNS:www.7hdlive.com, DNS:www.address3933e91ststtulsaok74137.game.blog, DNS:www.camerondowell.health.blog, DNS:www.chezmonchat.fashion.blog, DNS:www.coronavirus.family.blog, DNS:www.futbol.code.blog, DNS:www.gingerline.se, DNS:www.glumangatepublishing.com, DNS:www.healthreadme.fitness.blog, DNS:www.hiepduong.fashion.blog, DNS:www.layerfowl20games.game.blog, DNS:www.lifeofagamer.game.blog, DNS:www.oftheyear.fashion.blog, DNS:www.peterhat.fashion.blog, DNS:www.portalinewsal.online, DNS:www.queenblog.fashion.blog, DNS:www.rahimfootball.game.blog, DNS:www.rapmetal.fashion.blog, DNS:www.speedlocksmith.ca, DNS:www.sportsinc479.game.blog, DNS:www.suenos.family.blog, DNS:www.veaflor.com, DNS:www.wagonfullofgoods.com, DNS:www.wiseeartheducation.com"|"03:ae:54:ba:c5:ec:f7:65:f8:2e:87:ef:47:f6:a4:e6:23:92"
"www.coronavirus.farmaciasdeservico.info"|"DNS:coronavirus.farmaciasdeservico.info, DNS:www.coronavirus.farmaciasdeservico.info"|"9b:a8:dc:cc:53:47:8f:29:b6:45:fe:d0:d9:51:96:24"
"www.coronavirus.front-love-back.ru"|"DNS:coronavirus.front-love-back.ru, DNS:www.coronavirus.front-love-back.ru"|"04:43:8b:ea:c1:f2:a2:02:8a:e7:b0:2b:af:b7:f6:25:05:37"
"www.coronavirus.g7.pe"|"DNS:coronavirus.g7.pe, DNS:www.coronavirus.g7.pe"|"25:69:a6:d2:5d:d8:ea:0d:32:2b:6c:99:61:26:b5:0a"
"www.coronavirus.gai-nyc.com"|"DNS:coronavirus.gai-nyc.com, DNS:www.coronavirus.gai-nyc.com"|"04:ac:aa:0d:48:ea:3a:1e:08:78:35:e3:ad:5b:7b:29:ec:1a"
"www.coronavirus.garanhuns.pe.gov.br"|"DNS:coronavirus.garanhuns.pe.gov.br, DNS:www.coronavirus.garanhuns.pe.gov.br"|"03:f0:09:a6:19:b0:f1:0c:81:18:de:6e:b2:8e:f5:97:f5:02"
"www.coronavirus.geciclaw.com"|"DNS:adamall.wp1.smartweb.rs, DNS:www.adamall.wp1.smartweb.rs"|"03:3b:d0:1e:b4:1b:ab:5b:81:07:c7:8e:0d:05:46:8a:b5:04"
"www.coronavirus.guiaguayaquil.com"|"DNS:coronavirus.guiaguayaquil.com, DNS:www.coronavirus.guiaguayaquil.com"|"7f:c0:dc:f9:45:34:d6:41:d4:aa:c3:7e:20:82:03:f9"
"www.coronavirus.health.ny.gov"|"DNS:*.ny.gov, DNS:bsc.ogs.ny.gov, DNS:centennial.troopers.ny.gov, DNS:coronavirus.health.ny.gov, DNS:covid19.health.ny.gov, DNS:covid19vaccine.health.ny.gov, DNS:data.labor.ny.gov, DNS:edit.nylottery.ny.gov, DNS:knowledgebank.criminaljustice.ny.gov, DNS:locallaws.dos.ny.gov, DNS:tracs.troopers.ny.gov, DNS:webapps.dot.ny.gov, DNS:www.agriculture.ny.gov, DNS:www.alert.ny.gov, DNS:www.amber.ny.gov, DNS:www.arts.ny.gov, DNS:www.bfsa.ny.gov, DNS:www.bsc.ogs.ny.gov, DNS:www.buffalobillion.ny.gov, DNS:www.campaignfinancereform.ny.gov, DNS:www.centennial.troopers.ny.gov, DNS:www.collegegoal.ny.gov, DNS:www.coronavirus.health.ny.gov, DNS:www.covid19vaccine.health.ny.gov, DNS:www.ddpc.ny.gov, DNS:www.dfs.ny.gov, DNS:www.dhr.ny.gov, DNS:www.dhses.ny.gov, DNS:www.dmv.ny.gov, DNS:www.doccs.ny.gov, DNS:www.dos.ny.gov, DNS:www.efc.ny.gov, DNS:www.empirestateplaza.ny.gov, DNS:www.esd.ny.gov, DNS:www.gearup.ny.gov, DNS:www.goer.ny.gov, DNS:www.governor.ny.gov, DNS:www.grantsmanagement.ny.gov, DNS:www.hcr.ny.gov, DNS:www.hudsongreenway.ny.gov, DNS:www.ig.ny.gov, DNS:www.industrialappeals.ny.gov, DNS:www.its.ny.gov, DNS:www.jcope.ny.gov, DNS:www.joinstatepolice.ny.gov, DNS:www.justicecenter.ny.gov, DNS:www.knowledgebank.criminaljustice.ny.gov, DNS:www.labor.ny.gov, DNS:www.lgpc.ny.gov, DNS:www.locallaws.dos.ny.gov, DNS:www.mariomcuomobridge.ny.gov, DNS:www.newyorkersvolunteer.ny.gov, DNS:www.ny.gov, DNS:www.nystormrecoveryopps.ny.gov, DNS:www.oasas.ny.gov, DNS:www.ogs.ny.gov, DNS:www.omig.ny.gov, DNS:www.opdv.ny.gov, DNS:www.opwdd.ny.gov, DNS:www.ores.ny.gov, DNS:www.ovs.ny.gov, DNS:www.paidfamilyleave.ny.gov, DNS:www.policereform.ny.gov, DNS:www.regionalcouncils.ny.gov, DNS:www.sla.ny.gov, DNS:www.startheregetthere.ny.gov, DNS:www.stormrecovery.ny.gov, DNS:www.taste.ny.gov, DNS:www.tracs.troopers.ny.gov, DNS:www.troopers.ny.gov, DNS:www.uiappeals.ny.gov, DNS:www.veterans.ny.gov, DNS:www.woodproducts.ny.gov, DNS:www.youthincare.ny.gov, DNS:www.dps.ny.gov, DNS:www.aging.ny.gov, DNS:ny.gov"|"47:b5:d9:6a:01:d7:07:dd:38:7a:3c:8d"
"www.coronavirus.imprilio.com"|"DNS:coronavirus.imprilio.com, DNS:www.coronavirus.imprilio.com"|"04:46:87:27:05:67:49:b1:ad:dd:4f:52:b6:22:b3:7c:73:32"
"www.coronavirus.inway.fr"|"DNS:api1.inway.fr, DNS:api2.inway.fr, DNS:api3.inway.fr, DNS:bcheckin1.inway.fr, DNS:coronapi.inway.fr, DNS:coronavirus.inway.fr, DNS:costudio.inway.fr, DNS:domstudio.inway.fr, DNS:inway.fr, DNS:lheo.inway.fr, DNS:lheov14.inway.fr, DNS:philflash.inway.fr, DNS:philippe.inway.fr, DNS:ria.inway.fr, DNS:ria1.inway.fr, DNS:ria2.inway.fr, DNS:ria3.inway.fr, DNS:tour2008.inway.fr, DNS:tour2009.inway.fr, DNS:www.api1.inway.fr, DNS:www.api2.inway.fr, DNS:www.api3.inway.fr, DNS:www.bcheckin1.inway.fr, DNS:www.coronapi.inway.fr, DNS:www.coronavirus.inway.fr, DNS:www.costudio.inway.fr, DNS:www.domstudio.inway.fr, DNS:www.inway.fr, DNS:www.lheo.inway.fr, DNS:www.lheov14.inway.fr, DNS:www.philflash.inway.fr, DNS:www.philippe.inway.fr, DNS:www.ria1.inway.fr, DNS:www.ria2.inway.fr, DNS:www.ria3.inway.fr"|"03:6e:3a:0d:4d:f0:ca:f5:bb:0f:c2:b6:0b:a4:27:5a:26:c3"
"www.coronavirus.labocliv.com.br"|"DNS:coronavirus.labocliv.com.br, DNS:www.coronavirus.labocliv.com.br"|"04:b6:69:9f:e6:d4:6d:80:bd:06:51:34:3d:69:20:b6:eb:d6"
"www.coronavirus.louveira.sp.gov.br"|"DNS:coronavirus.louveira.sp.gov.br, DNS:www.coronavirus.louveira.sp.gov.br"|"03:f9:de:33:51:c8:f0:3a:1f:9f:32:43:0c:b7:8b:e5:01:18"
