"0.tcp.au.ngrok.io","domain|ip"
"https://www.bing.com/fd/ls/l?IG=C9697F9084AB4499BD5BA393700896D8&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Expected%20%27%3B%27\",\"Meta\":\"https%3A//www.bing.com/rp/55KhVwBVXs5EJ8TcJrrKbOxo1go.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=C9697F9084AB4499BD5BA393700896D8&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/search%3Fq%3Ddisplayproducts.cfm%253Fcategory_id%253D%2520LODA%2520loc%253A.au%26form%3DQBLH%26sc%3D6-14%26qs%3Dn\",\"Line\":272469055,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=C9697F9084AB4499BD5BA393700896D8&Type=Event.ClientInst&DATA=[{\"T\":\"RPR.CB\",\"FID\":\"CI\",\"Name\":\"ClickbackLog\",\"Text\":\"RenderDataNotAvailable\"}]","url"
"https://www.bing.com/fd/ls/l?IG=C9697F9084AB4499BD5BA393700896D8&Type=Event.CPT&DATA={\"pp\":{\"S\":\"L\",\"FC\":0,\"BC\":172,\"SE\":-1,\"TC\":-1,\"H\":313,\"BP\":313,\"CT\":3313,\"IL\":3},\"ad\":[-1,-1,234,234,1169,1774,0]}&P=SERP&DA=DUB02","url"
"https://www.bing.com/fd/ls/l?IG=CA2E2EBC350E4D798A234700975B8FB8&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Exception%20thrown%20and%20not%20caught\",\"Meta\":\"https%3A//www.bing.com/rp/dXrxKR9Xsu9pRQ9SgB2wTtol3-g.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CA2E2EBC350E4D798A234700975B8FB8&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Expected%20%27%3B%27\",\"Meta\":\"https%3A//www.bing.com/rp/55KhVwBVXs5EJ8TcJrrKbOxo1go.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CA2E2EBC350E4D798A234700975B8FB8&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/mouselog1.16.min.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CA2E2EBC350E4D798A234700975B8FB8&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/search%3Fq%3DCategory.cfm%253Fcategory_id%253D%2520TIBE%2520loc%253A.au%26form%3DQBLH%26sc%3D6-14%26qs%3Dn\",\"Line\":267384903,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CA2E2EBC350E4D798A234700975B8FB8&Type=Event.ClientInst&DATA=[{\"T\":\"RPR.CB\",\"FID\":\"CI\",\"Name\":\"ClickbackLog\",\"Text\":\"RenderDataNotAvailable\"}]","url"
"https://www.bing.com/fd/ls/l?IG=CA2E2EBC350E4D798A234700975B8FB8&Type=Event.CPT&DATA={\"pp\":{\"S\":\"L\",\"FC\":16,\"BC\":16,\"SE\":-1,\"TC\":-1,\"H\":78,\"BP\":94,\"CT\":3000,\"IL\":3},\"ad\":[-1,-1,234,234,1169,2072,0]}&P=SERP&DA=DUB02","url"
"https://www.bing.com/fd/ls/l?IG=CA603CA769254C27AF96B6A3D69661DD&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Exception%20thrown%20and%20not%20caught\",\"Meta\":\"https%3A//www.bing.com/rp/dXrxKR9Xsu9pRQ9SgB2wTtol3-g.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CA603CA769254C27AF96B6A3D69661DD&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Expected%20%27%3B%27\",\"Meta\":\"https%3A//www.bing.com/rp/55KhVwBVXs5EJ8TcJrrKbOxo1go.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CA603CA769254C27AF96B6A3D69661DD&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/mouselog1.16.min.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CA603CA769254C27AF96B6A3D69661DD&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/search%3Fq%3D.php%253Fpost%253D%2520TOMI%2520loc%253A.uk%26form%3DQBLH%26sc%3D6-14%26qs%3Dn\",\"Line\":215399415,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CA603CA769254C27AF96B6A3D69661DD&Type=Event.ClientInst&DATA=[{\"T\":\"RPR.CB\",\"FID\":\"CI\",\"Name\":\"ClickbackLog\",\"Text\":\"RenderDataNotAvailable\"}]","url"
"https://www.bing.com/fd/ls/l?IG=CA603CA769254C27AF96B6A3D69661DD&Type=Event.CPT&DATA={\"pp\":{\"S\":\"L\",\"FC\":31,\"BC\":140,\"SE\":-1,\"TC\":-1,\"H\":219,\"BP\":234,\"CT\":2531,\"IL\":2},\"ad\":[-1,-1,234,234,1169,2337,0]}&P=SERP&DA=DUBE01","url"
"https://www.bing.com/fd/ls/l?IG=CAF14201CCB2447D9AD724B4204793F8&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Exception%20thrown%20and%20not%20caught\",\"Meta\":\"https%3A//www.bing.com/rp/PrW5oJqy1JwYCoY2RiYcX74GLJg.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CAF14201CCB2447D9AD724B4204793F8&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Expected%20%27%3B%27\",\"Meta\":\"https%3A//www.bing.com/rp/55KhVwBVXs5EJ8TcJrrKbOxo1go.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CAF14201CCB2447D9AD724B4204793F8&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/mouselog1.16.min.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CAF14201CCB2447D9AD724B4204793F8&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/search%3Fq%3Dstandard.php%253Fj%253D%2520SIJO%2520loc%253A.uk%26form%3DQBLH%26sc%3D6-14%26qs%3Dn\",\"Line\":238364611,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CAF14201CCB2447D9AD724B4204793F8&Type=Event.CPT&DATA={\"pp\":{\"S\":\"L\",\"FC\":16,\"BC\":62,\"SE\":-1,\"TC\":-1,\"H\":78,\"BP\":109,\"CT\":2375,\"IL\":2},\"ad\":[-1,-1,234,234,1169,498,0]}&P=SERP&DA=DUB02","url"
"https://www.bing.com/fd/ls/l?IG=CCBE4E9ED3364BE4B6C2432DBE12AA81&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"%27SVGElement%27%20is%20undefined\",\"Meta\":\"https%3A//www.bing.com/search%3Fq%3Ddefault.php%253Foption%253D%2520RUCA%2520loc%253A.au%26form%3DQBLH%26sc%3D6-14%26qs%3Dn\",\"Line\":264951211,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CCBE4E9ED3364BE4B6C2432DBE12AA81&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Exception%20thrown%20and%20not%20caught\",\"Meta\":\"https%3A//www.bing.com/rp/PrW5oJqy1JwYCoY2RiYcX74GLJg.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CCBE4E9ED3364BE4B6C2432DBE12AA81&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Expected%20%27%3B%27\",\"Meta\":\"https%3A//www.bing.com/rp/55KhVwBVXs5EJ8TcJrrKbOxo1go.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CCBE4E9ED3364BE4B6C2432DBE12AA81&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/mouselog1.16.min.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CCBE4E9ED3364BE4B6C2432DBE12AA81&Type=Event.ClientInst&DATA=[{\"T\":\"RPR.CB\",\"FID\":\"CI\",\"Name\":\"ClickbackLog\",\"Text\":\"NoClickbackTriggerSupported\"}]","url"
"https://www.bing.com/fd/ls/l?IG=CCBE4E9ED3364BE4B6C2432DBE12AA81&TYPE=Event.ClientInst&DATA=%5B%7B%22T%22%3A%22CI.DevLoc%22%2C%22TS%22%3A1654744188234%2C%22Name%22%3A%22getCurrentPosition_5%22%2C%22FID%22%3A%22AutoPrompt%22%7D%5D","url"
"https://www.bing.com/fd/ls/l?IG=CCBE4E9ED3364BE4B6C2432DBE12AA81&TYPE=Event.ClientInst&DATA=%5B%7B%22T%22%3A%22CI.Init%22%2C%22TS%22%3A1654744188093%2C%22Name%22%3A%22Base%22%2C%22FID%22%3A%22CI%22%7D%2C%7B%22width%22%3A%22234%22%2C%22T%22%3A%22CI.Info%22%2C%22TS%22%3A1654744188093%2C%22Name%22%3A%22NOTP%22%2C%22FID%22%3A%22BRW%22%7D%2C%7B%22height%22%3A%22234%22%2C%22T%22%3A%22CI.Info%22%2C%22TS%22%3A1654744188093%2C%22Name%22%3A%22S%22%2C%22FID%22%3A%22BRH%22%7D%2C%7B%22T%22%3A%22CI.Info%22%2C%22TS%22%3A1654744188093%2C%22Name%22%3A%22undefinedN%22%2C%22FID%22%3A%22TPResize%22%7D%2C%7B%22T%22%3A%22CI.Info%22%2C%22TS%22%3A1654744188093%2C%22Name%22%3A%224%22%2C%22FID%22%3A%22DM%22%7D%2C%7B%22T%22%3A%22CI.BNP%22%2C%22TS%22%3A1654744188109%2C%22Name%22%3A%22bnp.notif.shown%22%2C%22FID%22%3A%2263246%22%7D%2C%7B%22T%22%3A%22CI.BNP%22%2C%22TS%22%3A1654744188109%2C%22Name%22%3A%22bnp.embed.ready%22%2C%22FID%22%3A%2263246%22%7D%2C%7B%22T%22%3A%22CI.DevLoc%22%2C%22TS%22%3A1654744188234%2C%22Name%22%3A%22PromptDevLoc%22%2C%22FID%22%3A%22AutoPrompt%22%7D%5D","url"
"https://www.bing.com/fd/ls/l?IG=CCBE4E9ED3364BE4B6C2432DBE12AA81&Type=Event.CPT&DATA={\"pp\":{\"S\":\"L\",\"FC\":31,\"BC\":78,\"SE\":-1,\"TC\":-1,\"H\":187,\"BP\":187,\"CT\":3109,\"IL\":2},\"ad\":[-1,-1,234,234,1169,1895,0]}&P=SERP&DA=DUB02","url"
"https://www.bing.com/fd/ls/l?IG=CE5DFDECEE2D41B48790A041AD800172&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Exception%20thrown%20and%20not%20caught\",\"Meta\":\"https%3A//www.bing.com/rp/PrW5oJqy1JwYCoY2RiYcX74GLJg.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CE5DFDECEE2D41B48790A041AD800172&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Expected%20%27%3B%27\",\"Meta\":\"https%3A//www.bing.com/rp/55KhVwBVXs5EJ8TcJrrKbOxo1go.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CE5DFDECEE2D41B48790A041AD800172&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/mouselog1.16.min.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CE5DFDECEE2D41B48790A041AD800172&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/search%3Fq%3Dindex.php%253Fseite%253D%2520CUTU%2520loc%253A.uk%26form%3DQBLH%26sc%3D6-14%26qs%3Dn\",\"Line\":148741883,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CE5DFDECEE2D41B48790A041AD800172&Type=Event.CPT&DATA={\"pp\":{\"S\":\"L\",\"FC\":94,\"BC\":188,\"SE\":-1,\"TC\":-1,\"H\":219,\"BP\":219,\"CT\":281,\"IL\":2},\"ad\":[-1,-1,234,234,1169,498,0]}&P=SERP&DA=DUB02","url"
"https://www.bing.com/fd/ls/l?IG=CF4B8CD8CE8B4B639C825683FF031FDD&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Exception%20thrown%20and%20not%20caught\",\"Meta\":\"https%3A//www.bing.com/rp/dXrxKR9Xsu9pRQ9SgB2wTtol3-g.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CF4B8CD8CE8B4B639C825683FF031FDD&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Expected%20%27%3B%27\",\"Meta\":\"https%3A//www.bing.com/rp/55KhVwBVXs5EJ8TcJrrKbOxo1go.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CF4B8CD8CE8B4B639C825683FF031FDD&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/mouselog1.16.min.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CF4B8CD8CE8B4B639C825683FF031FDD&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/search%3Fq%3Dpagina.php%253Fincl%253D%2520JEVI%2520loc%253A.au%26form%3DQBLH%26sc%3D6-14%26qs%3Dn\",\"Line\":183991399,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CF4B8CD8CE8B4B639C825683FF031FDD&Type=Event.ClientInst&DATA=[{\"T\":\"RPR.CB\",\"FID\":\"CI\",\"Name\":\"ClickbackLog\",\"Text\":\"RenderDataNotAvailable\"}]","url"
"https://www.bing.com/fd/ls/l?IG=CF4B8CD8CE8B4B639C825683FF031FDD&Type=Event.CPT&DATA={\"pp\":{\"S\":\"L\",\"FC\":31,\"BC\":360,\"SE\":-1,\"TC\":-1,\"H\":406,\"BP\":406,\"CT\":2703,\"IL\":2},\"ad\":[-1,-1,234,234,1169,1961,0]}&P=SERP&DA=DUBE01","url"
"https://www.bing.com/fd/ls/l?IG=CF5687270CBF47069F2FC0E250A780EA&Type=Event.ClientInst&DATA=[{\"T\":\"CI.FeedbackInit\",\"FID\":\"CI\",\"Name\":\"Feedback\",\"Text\":\"sb_feedback\"}]","url"
"https://www.bing.com/fd/ls/l?IG=CF5687270CBF47069F2FC0E250A780EA&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"%27SVGElement%27%20is%20undefined\",\"Meta\":\"https%3A//www.bing.com/search%3Fq%3Dpagina.php%253Fincl%253D%2520JEVI%2520loc%253A.uk%26form%3DQBLH%26sc%3D6-14%26qs%3Dn\",\"Line\":182918823,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CF5687270CBF47069F2FC0E250A780EA&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Exception%20thrown%20and%20not%20caught\",\"Meta\":\"https%3A//www.bing.com/rp/dXrxKR9Xsu9pRQ9SgB2wTtol3-g.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CF5687270CBF47069F2FC0E250A780EA&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/mouselog1.16.min.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CF5687270CBF47069F2FC0E250A780EA&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/search%3Fq%3Dpagina.php%253Fincl%253D%2520JEVI%2520loc%253A.uk%26form%3DQBLH%26sc%3D6-14%26qs%3Dn\",\"Line\":43,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CF5687270CBF47069F2FC0E250A780EA&TYPE=Event.ClientInst&DATA=%5B%7B%22T%22%3A%22CI.DevLoc%22%2C%22TS%22%3A1655507956093%2C%22Name%22%3A%22getCurrentPosition_5%22%2C%22FID%22%3A%22AutoPrompt%22%7D%5D","url"
"https://www.bing.com/fd/ls/l?IG=CF5687270CBF47069F2FC0E250A780EA&TYPE=Event.ClientInst&DATA=%5B%7B%22T%22%3A%22CI.Init%22%2C%22TS%22%3A1655507956015%2C%22Name%22%3A%22Base%22%2C%22FID%22%3A%22CI%22%7D%2C%7B%22T%22%3A%22CI.BNP%22%2C%22TS%22%3A1655507956015%2C%22Name%22%3A%22bnp.notif.shown%22%2C%22FID%22%3A%2263245%22%7D%2C%7B%22T%22%3A%22CI.BNP%22%2C%22TS%22%3A1655507956062%2C%22Name%22%3A%22bnp.embed.ready%22%2C%22FID%22%3A%2263245%22%7D%2C%7B%22T%22%3A%22CI.DevLoc%22%2C%22TS%22%3A1655507956093%2C%22Name%22%3A%22PromptDevLoc%22%2C%22FID%22%3A%22AutoPrompt%22%7D%5D","url"
"https://www.bing.com/fd/ls/l?IG=CF5687270CBF47069F2FC0E250A780EA&Type=Event.CPT&DATA={\"pp\":{\"S\":\"L\",\"FC\":250,\"BC\":297,\"SE\":-1,\"TC\":-1,\"H\":360,\"BP\":375,\"CT\":2563,\"IL\":2},\"ad\":[-1,-1,234,234,1169,498,0]}&P=SERP&DA=DUBE01","url"
"https://www.bing.com/fd/ls/l?IG=CFAC2D021C394D5E91922EB469DE72A7&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Exception%20thrown%20and%20not%20caught\",\"Meta\":\"https%3A//www.bing.com/rp/PrW5oJqy1JwYCoY2RiYcX74GLJg.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CFAC2D021C394D5E91922EB469DE72A7&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Expected%20%27%3B%27\",\"Meta\":\"https%3A//www.bing.com/rp/55KhVwBVXs5EJ8TcJrrKbOxo1go.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CFAC2D021C394D5E91922EB469DE72A7&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/mouselog1.16.min.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CFAC2D021C394D5E91922EB469DE72A7&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/search%3Fq%3Dsub%252A.php%253Fmid%253D%2520QOXU%2520loc%253A.au%26form%3DQBLH%26sc%3D6-14%26qs%3Dn\",\"Line\":270145755,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=CFAC2D021C394D5E91922EB469DE72A7&Type=Event.ClientInst&DATA=[{\"T\":\"RPR.CB\",\"FID\":\"CI\",\"Name\":\"ClickbackLog\",\"Text\":\"RenderDataNotAvailable\"}]","url"
"https://www.bing.com/fd/ls/l?IG=CFAC2D021C394D5E91922EB469DE72A7&Type=Event.CPT&DATA={\"pp\":{\"S\":\"L\",\"FC\":32,\"BC\":47,\"SE\":-1,\"TC\":-1,\"H\":94,\"BP\":94,\"CT\":110,\"IL\":2},\"ad\":[-1,-1,234,234,1169,1572,0]}&P=SERP&DA=DUB02","url"
"https://www.bing.com/fd/ls/l?IG=D072CA1B2BC74AB987B2A35D20C12FDA&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"%27SVGElement%27%20is%20undefined\",\"Meta\":\"https%3A//www.bing.com/search%3Fq%3Dindex.php%253Fpname%253D%2520TULU%2520loc%253A.uk%26form%3DQBLH%26sc%3D6-14%26qs%3Dn\",\"Line\":195288667,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=D072CA1B2BC74AB987B2A35D20C12FDA&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Exception%20thrown%20and%20not%20caught\",\"Meta\":\"https%3A//www.bing.com/rp/PrW5oJqy1JwYCoY2RiYcX74GLJg.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=D072CA1B2BC74AB987B2A35D20C12FDA&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Expected%20%27%3B%27\",\"Meta\":\"https%3A//www.bing.com/rp/55KhVwBVXs5EJ8TcJrrKbOxo1go.gz.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=D072CA1B2BC74AB987B2A35D20C12FDA&Type=Event.ClientInst&DATA=[{\"T\":\"CI.GetError\",\"FID\":\"CI\",\"Name\":\"JSGetError\",\"Text\":\"Object%20doesn%27t%20support%20this%20property%20or%20method\",\"Meta\":\"https%3A//www.bing.com/mouselog1.16.min.js\",\"Line\":1,\"Char\":%20undefined}]","url"
"https://www.bing.com/fd/ls/l?IG=D072CA1B2BC74AB987B2A35D20C12FDA&Type=Event.ClientInst&DATA=[{\"T\":\"RPR.CB\",\"FID\":\"CI\",\"Name\":\"ClickbackLog\",\"Text\":\"NoClickbackTriggerSupported\"}]","url"
"https://www.bing.com/fd/ls/l?IG=D072CA1B2BC74AB987B2A35D20C12FDA&TYPE=Event.ClientInst&DATA=%5B%7B%22T%22%3A%22CI.DevLoc%22%2C%22TS%22%3A1655000634468%2C%22Name%22%3A%22getCurrentPosition_5%22%2C%22FID%22%3A%22AutoPrompt%22%7D%5D","url"
"https://www.bing.com/fd/ls/l?IG=D072CA1B2BC74AB987B2A35D20C12FDA&TYPE=Event.ClientInst&DATA=%5B%7B%22T%22%3A%22CI.Init%22%2C%22TS%22%3A1655000634312%2C%22Name%22%3A%22Base%22%2C%22FID%22%3A%22CI%22%7D%2C%7B%22width%22%3A%22234%22%2C%22T%22%3A%22CI.Info%22%2C%22TS%22%3A1655000634312%2C%22Name%22%3A%22NOTP%22%2C%22FID%22%3A%22BRW%22%7D%2C%7B%22height%22%3A%22234%22%2C%22T%22%3A%22CI.Info%22%2C%22TS%22%3A1655000634312%2C%22Name%22%3A%22S%22%2C%22FID%22%3A%22BRH%22%7D%2C%7B%22T%22%3A%22CI.Info%22%2C%22TS%22%3A1655000634312%2C%22Name%22%3A%22undefinedN%22%2C%22FID%22%3A%22TPResize%22%7D%2C%7B%22T%22%3A%22CI.Info%22%2C%22TS%22%3A1655000634312%2C%22Name%22%3A%224%22%2C%22FID%22%3A%22DM%22%7D%2C%7B%22T%22%3A%22CI.BNP%22%2C%22TS%22%3A1655000634328%2C%22Name%22%3A%22bnp.notif.shown%22%2C%22FID%22%3A%2263245%22%7D%2C%7B%22T%22%3A%22CI.BNP%22%2C%22TS%22%3A1655000634328%2C%22Name%22%3A%22bnp.embed.ready%22%2C%22FID%22%3A%2263245%22%7D%2C%7B%22T%22%3A%22CI.DevLoc%22%2C%22TS%22%3A1655000634468%2C%22Name%22%3A%22PromptDevLoc%22%2C%22FID%22%3A%22AutoPrompt%22%7D%5D","url"
"https://www.bing.com/fd/ls/l?IG=D072CA1B2BC74AB987B2A35D20C12FDA&Type=Event.CPT&DATA={\"pp\":{\"S\":\"L\",\"FC\":31,\"BC\":78,\"SE\":-1,\"TC\":-1,\"H\":156,\"BP\":234,\"CT\":250,\"IL\":2},\"ad\":[-1,-1,234,234,1169,867,0]}&P=SERP&DA=DUB02","url"
